Date,Close,Change
2014-02-12,20448.490234375,0.0
2014-02-13,20193.349609375,-0.012477235339902748
2014-02-14,20366.8203125,0.008590486792962038
2014-02-17,20464.060546875,0.0047744435745484815
2014-02-18,20634.2109375,0.008314595738966535
2014-02-19,20722.970703125,0.004301582740132259
2014-02-20,20536.640625,-0.008991475247171032
2014-02-21,20700.75,0.00799105257751953
2014-02-24,20811.439453125,0.005347122839752139
2014-02-25,20852.470703125,0.001971571937271266
2014-02-26,20986.990234375,0.006451011641025461
2014-02-28,21120.119140625,0.00634340154368318
2014-03-03,20946.650390625,-0.008213436148015285
2014-03-04,21209.73046875,0.012559529720453266
2014-03-05,21276.859375,0.0031650051540685897
2014-03-06,21513.869140625,0.011139320961226273
2014-03-07,21919.7890625,0.01886782517926977
2014-03-10,21934.830078125,0.0006861843233123555
2014-03-11,21826.419921875,-0.004942375020179135
2014-03-12,21856.220703125,0.0013653536107465225
2014-03-13,21774.609375,-0.0037340091516064877
2014-03-14,21809.80078125,0.001616167052365336
2014-03-18,21832.609375,0.0010457956025717863
2014-03-19,21832.859375,1.1450761368214657e-05
2014-03-20,21740.08984375,-0.004249078403181006
2014-03-21,21753.75,0.0006283394571124923
2014-03-24,22055.48046875,0.013870273803367139
2014-03-25,22055.2109375,-1.2220602057744223e-05
2014-03-26,22095.30078125,0.001817703936888515
2014-03-27,22214.369140625,0.005388854424468459
2014-03-28,22339.970703125,0.005654068396221179
2014-03-31,22386.26953125,0.0020724659284589997
2014-04-01,22446.439453125,0.0026878047631386792
2014-04-02,22551.490234375,0.004680064358063563
2014-04-03,22509.0703125,-0.0018810252198029342
2014-04-04,22359.5,-0.006644890722871777
2014-04-07,22343.44921875,-0.0007178506339586832
2014-04-09,22702.33984375,0.016062453987579994
2014-04-10,22715.330078125,0.0005721980405721805
2014-04-11,22628.9609375,-0.0038022401755972712
2014-04-15,22484.9296875,-0.006364907801016839
2014-04-16,22277.23046875,-0.009237263430957765
2014-04-17,22628.83984375,0.01578335222114924
2014-04-21,22764.830078125,0.006009598163847496
2014-04-22,22758.369140625,-0.0002838122436156221
2014-04-23,22876.5390625,0.005192372139884993
2014-04-25,22688.0703125,-0.008238516739140112
2014-04-28,22631.609375,-0.002488573806512462
2014-04-29,22466.189453125,-0.007309242534812022
2014-04-30,22417.80078125,-0.002153844201125521
2014-05-02,22403.890625,-0.0006204960239291069
2014-05-05,22445.119140625,0.0018402391046756783
2014-05-06,22508.419921875,0.002820247059211578
2014-05-07,22323.900390625,-0.008197800284980183
2014-05-08,22344.0390625,0.0009021126023056603
2014-05-09,22994.23046875,0.029099099067599443
2014-05-12,23551.0,0.024213444846813648
2014-05-13,23871.23046875,0.013597319381342565
2014-05-14,23815.119140625,-0.0023505838209075813
2014-05-15,23905.599609375,0.003799286840251659
2014-05-16,24121.740234375,0.009041422450463799
2014-05-19,24363.05078125,0.010003861434968897
2014-05-20,24376.880859375,0.0005676661042648412
2014-05-21,24298.01953125,-0.003235086907957374
2014-05-22,24374.400390625,0.003143501439562435
2014-05-23,24693.349609375,0.013085418046742125
2014-05-26,24716.880859375,0.0009529387617412954
2014-05-27,24549.509765625,-0.006771529737196413
2014-05-28,24556.08984375,0.0002680329745001764
2014-05-29,24234.150390625,-0.013110371202153748
2014-05-30,24217.33984375,-0.000693671806274776
2014-06-02,24684.849609375,0.0193047530670738
2014-06-03,24858.58984375,0.007038334732613283
2014-06-04,24805.830078125,-0.0021223957576284036
2014-06-05,25019.509765625,0.008614091398152057
2014-06-06,25396.4609375,0.015066289284089152
